Rank,Name,Country,Sales,Profit,Assets,Market Value,Year
111,Rio Tinto,United Kingdom,40.533,13.782,90.949,99.964,2019
112,Prudential,United Kingdom,33.285,4.014,633.617,60.2,2019
113,AIA Group,Hong Kong,39.479,3.163,226.919,122.238,2019
114,China Minsheng Banking,China,46.698,7.676,873.155,33.875,2019
115,Sanofi,France,40.658,5.095,127.356,102.042,2019
116,Deutsche Telekom,Germany,89.255,2.557,176.488,79.386,2019
117,Zurich Insurance Group,Switzerland,46.938,3.717,374.145,47.686,2019
118,Brookfield Asset Management,Canada,57.574,3.598,256.281,45.982,2019
119,Merck & Co.,United States,42.264,6.22,82.637,189.055,2019
120,ANZ,Australia,27.544,4.863,682.036,53.963,2019
121,Caterpillar,United States,54.722,6.147,78.509,82.51,2019
122,Saudi Basic Industries,Saudi Arabia,45.056,5.744,85.337,99.999,2019
123,Hon Hai Precision,Taiwan,175.556,4.28,110.009,41.172,2019
124,China Vanke,China,41.058,5.005,222.64,46.533,2019
125,Mizuho Financial,Japan,33.069,4.625,1837.801,39.799,2019
126,CNOOC,Hong Kong,33.878,7.966,98.865,83.886,2019
127,Home Depot,United States,108.203,11.121,44.003,226.79,2019
128,Taiwan Semiconductor,Taiwan,34.203,11.644,68,222.396,2019
129,Country Garden Holdings,China,56.734,5.191,237.367,35.243,2019
130,Capital One Financial,United States,32.658,5.975,372.538,41.225,2019
131,Intesa Sanpaolo,Italy,28.13,4.778,900.483,45.877,2019
132,Nissan Motor,Japan,108.668,4.395,172.845,33.599,2019
133,Coca-Cola,United States,31.697,6.434,83.216,202.985,2019
134,Bank of Montreal,Canada,26.233,4.593,614.176,50.371,2019
135,BBVA-Banco Bilbao Vizcaya,Spain,28.305,5.535,773.557,41.641,2019
136,Walgreens Boots Alliance,United States,136.097,5.134,70.434,49.948,2019
137,Chubb,Switzerland,32.635,3.962,167.771,63.539,2019
138,NAB - National Australia Bank,Australia,25.341,4.221,583.766,50.665,2019
139,Vale,Brazil,36.781,7.017,88.167,68.274,2019
140,China Pacific Insurance,China,54.12,2.718,191.167,47.924,2019
141,Anthem,United States,92.095,3.75,71.571,61.643,2019
142,TelefÃ³nica,Spain,57.749,3.72,130.373,43.277,2019
143,Christian Dior,France,55.243,3.037,88.332,89.566,2019
144,Generali Group,Italy,92.107,2.724,588.527,30.075,2019
145,Iberdrola,Spain,41.381,3.556,129.219,55.653,2019
146,PNC Financial Services,United States,20.171,5.317,392.837,60.202,2019
147,GlaxoSmithKline,United Kingdom,41.097,4.831,73.953,97.632,2019
148,Munich Re,Germany,62.872,2.725,311.574,36.31,2019
149,Cigna,United States,48.61,2.637,154.64,56.571,2019
150,Medtronic,Ireland,30.555,4.919,88.73,112.952,2019
151,China Everbright Bank,China,33.114,5.115,634.652,31.826,2019
152,China Shenhua Energy,China,38.403,6.658,85.594,57.349,2019
153,Honeywell International,United States,40.294,6.742,58.56,123.138,2019
154,Banco do Brasil,Brazil,42.029,3.781,368.373,34.467,2019
155,People's Insurance,China,73.856,2.033,146.366,54.008,2019
156,UniCredit,Italy,31.08,4.482,950.493,32.042,2019
157,CK Hutchison,Hong Kong,35.359,4.976,157.388,40.7,2019
158,SociÃ©tÃ© GÃ©nÃ©rale,France,49.456,4.014,1496.873,24.476,2019
159,ConocoPhillips,United States,36.372,6.257,69.98,74.582,2019
160,United Parcel Service,United States,71.911,4.791,50.016,98.268,2019
161,VINCI,France,52.088,3.519,86.144,55.821,2019
162,Visa,United States,21.253,10.378,71.655,351.882,2019
163,Tokio Marine Holdings,Japan,47.65,3.137,212.136,35.777,2019
164,Bayer,Germany,46.702,2,150.254,64.127,2019
165,PTT PCL,Thailand,72.266,3.667,74.831,43.75,2019
166,Manulife,Canada,28.403,3.703,517.805,36.187,2019
167,AbbVie,United States,32.753,5.657,59.352,114.662,2019
168,China Telecom,China,57.139,3.244,96.623,42.503,2019
169,Phillips 66,United States,111.269,5.589,54.302,43.354,2019
170,KDDI,Japan,45.757,5.322,65.232,52.502,2019
171,Fiat Chrysler Automobiles,United Kingdom,133.416,4.257,110.74,25.552,2019
172,Marathon Petroleum,United States,96.136,2.779,92.94,40.231,2019
173,Costco Wholesale,United States,147.237,3.449,42.799,108.127,2019
174,Enbridge,Canada,36.123,2.224,122.203,75.318,2019
175,Amgen,United States,23.768,8.394,66.416,109.313,2019
176,SAP,Germany,29.149,4.823,58.862,134.852,2019
177,Bank of New York Mellon,United States,19.538,4.022,346.132,46.353,2019
178,Broadcom,United States,21.31,6.5,72.11,126.125,2019
179,SK Hynix,South Korea,36.751,14.121,57.052,47.645,2019
180,China Communications Construction,China,73.564,2.958,139.895,28.896,2019
181,Lockheed Martin,United States,53.762,5.046,44.876,88.875,2019
182,Itochu,Japan,91.605,3.991,98.739,27.46,2019
183,Duke Energy,United States,24.521,2.666,150.567,64.862,2019
184,FedEx,United States,69.2,3.63,54.464,51.633,2019
185,Royal Bank of Scotland,United Kingdom,22.209,2.789,884.178,41.272,2019
186,Orange,France,48.819,2.305,112.292,43.622,2019
187,Barclays,United Kingdom,28.183,2.129,1443.349,37.984,2019
188,Union Pacific,United States,22.832,5.966,59.648,125.62,2019
189,AmÃ©rica MÃ³vil,Mexico,53.065,2.522,72.572,52.35,2019
190,Canadian Imperial Bank,Canada,20.151,3.929,468.017,36.839,2019
191,Credit Suisse Group,Switzerland,34.051,2.102,779.992,34.414,2019
192,Synchrony Financial,United States,,3.257,105.384,23.06,2019
193,NextEra Energy,United States,16.317,6.652,103.702,90.683,2019
194,Deere & Company,United States,38.439,3.401,69.918,53.841,2019
195,ArcelorMittal,Luxembourg,75.963,5.137,91.249,23.977,2019
196,Mitsui,Japan,56.609,3.547,107.797,27.651,2019
197,Abbott Laboratories,United States,30.723,2.609,67.173,129.838,2019
198,China Railway Group,China,110.536,2.613,137.302,24.32,2019
199,Gilead Sciences,United States,22.214,5.455,63.675,80.255,2019
200,China Railway Construction,China,109.102,2.703,133.66,22.805,2019
201,L'OrÃ©al,France,31.779,4.596,43.963,153.01,2019
202,Exelon,United States,36.444,2.009,119.666,47.67,2019
203,Delta Air Lines,United States,44.94,4.086,61.841,38.101,2019
204,Renault,France,67.74,3.896,131.458,20.873,2019
205,Charter Communications,United States,43.634,1.23,149.072,80.848,2019
206,Micron Technology,United States,29.985,13.06,47.487,48.03,2019
207,Qatar National Bank,Qatar,16.092,3.825,242.264,46.42,2019
208,Deutsche Post,Germany,72.614,2.448,59.958,43.104,2019
209,HDFC Bank,India,15.745,2.871,169.151,89.939,2019
210,Altria Group,United States,19.627,6.955,55.638,101.809,2019
211,Valero Energy,United States,117.033,3.122,50.699,36.767,2019
212,Philip Morris International,United States,29.453,7.692,38.042,131.45,2019
213,DBS,Singapore,13.638,4.133,404.192,51.561,2019
214,BlackRock,United States,14.089,4.269,159.573,72.333,2019
215,Southern Company,United States,23.615,2.242,116.914,54.082,2019
216,3M,United States,32.765,5.349,36.5,126.052,2019
217,Schlumberger,United States,32.816,2.137,70.507,63.145,2019
218,Peugeot,France,87.333,3.335,70.82,24.945,2019
219,Linde,United Kingdom,14.9,4.381,93.386,98.302,2019
220,Oil & Natural Gas,India,49.917,3.429,70.565,29.647,2019
221,Dai-ichi Life Insurance,Japan,59.07,2.857,509.385,16.918,2019
222,Thermo Fisher Scientific,United States,24.358,2.938,56.232,103.903,2019
223,Aflac,United States,22.185,2.919,145.597,36.634,2019
224,Allstate,United States,39.124,2.252,113.399,32.206,2019
225,Hyundai Motor,South Korea,87.97,1.37,161.907,31.241,2019
226,Travelers,United States,30.283,2.504,105.146,36.386,2019
227,ENGIE,France,71.488,1.219,175.704,36.155,2019
228,MondelÄ“z International,United States,25.938,2.5,62.729,72.418,2019
229,Suncor Energy,Canada,29.736,2.541,65.587,52.557,2019
230,Hitachi,Japan,85.814,1.693,88.352,31.76,2019
231,Nordea Bank,Sweden,14.957,3.622,630.565,33.899,2019
232,Aviva,United Kingdom,37.911,2.043,533.286,21.967,2019
233,Target,United States,75.355,2.938,41.29,42.99,2019
234,Lowe's,United States,71.31,2.307,34.641,90.528,2019
235,General Dynamics,United States,36.193,3.345,45.408,51.069,2019
236,Repsol,Spain,58.838,2.745,69.478,25.996,2019
237,AstraZeneca,United Kingdom,23.905,2.182,60.651,99.235,2019
238,Eli Lilly,United States,24.556,3.232,43.908,119.327,2019
239,Continental,Germany,52.386,3.418,47.423,34.991,2019
240,Charles Schwab,United States,11.473,3.688,282.8,60.774,2019
241,National Grid,United Kingdom,20.045,4.442,79.241,36.321,2019
242,Progressive,United States,33.916,2.976,48.85,43.8,2019
243,Tesco,United Kingdom,84.268,1.743,65.237,31.865,2019
244,Danone,France,29.082,2.755,50.501,51.234,2019
245,Poly Developments & Holdings Group,China,26.966,2.857,123.293,24.837,2019
246,Volvo Group,Sweden,44.92,2.861,53.538,32.779,2019
247,HCA Healthcare,United States,46.677,3.787,39.207,39.586,2019
248,Accenture,Ireland,42.541,4.472,27.39,113.923,2019
249,Central Japan Railway,Japan,16.799,3.906,83.319,41.815,2019
250,East Japan Railway,Japan,27.13,2.652,74.041,34.732,2019
251,China Unicom,Hong Kong,44.074,1.553,79.651,37.793,2019
252,Schneider Electric,France,30.343,2.754,48.308,47.553,2019
253,Midea Group,China,39.753,3.086,37.301,52.204,2019
254,KBC Group,Belgium,14.965,2.942,324.435,31.346,2019
255,McDonald's,United States,21.025,5.924,32.811,148.813,2019
256,Denso,Japan,48.794,2.366,51.455,34.93,2019
257,JXTG Holdings,Japan,101.754,3.358,80.926,16.608,2019
258,Fresenius,Germany,39.557,2.391,64.82,30.561,2019
259,BB&T,United States,13.237,3.241,227.683,37.695,2019
260,Gree Electric Appliances,China,28.493,4.29,35.974,53.383,2019
261,Anglo American,United Kingdom,27.61,3.577,52.196,35.852,2019
262,MÃ¸ller-Maersk,Denmark,39.049,3.064,56.636,28.118,2019
263,E.ON,Germany,35.057,3.802,64.604,23.952,2019
264,MS&AD Insurance,Japan,46.23,2.096,206.562,18.02,2019
265,Huaxia Bank,China,19.993,3.074,379.762,20.08,2019
266,Bristol-Myers Squibb,United States,22.561,4.952,34.986,74.378,2019
267,China Resources Land,Hong Kong,18.444,3.632,95.51,29.861,2019
268,Air Liquide,France,24.788,2.493,47.99,56.934,2019
269,EDF,France,81.374,0.7,323.705,43.371,2019
270,Baoshan Iron & Steel,China,39.95,3.555,50.849,25.648,2019
271,Danaher,United States,20.078,2.418,47.833,90.729,2019
272,Legal & General Group,United Kingdom,17.482,2.436,621.237,22.582,2019
273,EXOR,Netherlands,169.051,1.589,190.077,15.884,2019
274,Sun Life Financial,Canada,23.44,2.018,195.992,24.453,2019
275,BT Group,United Kingdom,31.467,2.693,59.982,29.633,2019
276,KB Financial Group,South Korea,27.421,2.782,431.212,15.916,2019
277,Northrop Grumman,United States,30.095,3.229,37.653,47.786,2019
278,Seven & I Holdings,Japan,61.47,1.837,52.06,30.336,2019
279,HP,United States,58.661,4.192,32.49,31.467,2019
280,Nike,United States,38.703,4.177,22.921,224.313,2019
281,Shinhan Financial Group,South Korea,20.111,2.832,411.902,18.685,2019
282,ABB,Switzerland,34.293,2.169,44.441,44.509,2019
283,Diageo,United Kingdom,16.722,3.92,40.875,98.004,2019
284,Bank of Beijing,China,17.103,3.034,368.092,20.213,2019
285,CNP Assurances,France,47.607,1.554,450.365,16.46,2019
286,Japan Tobacco,Japan,20.064,3.492,49.778,41.213,2019
287,Oversea-Chinese Banking,Singapore,11.018,3.329,343.128,36.893,2019
288,Indian Oil,India,64.3,3.442,45.377,21.869,2019
289,Inditex,Spain,30.67,4.04,24.881,98.025,2019
290,Dominion Resources,United States,13.455,2.447,77.914,59.891,2019
291,Sumitomo,Japan,46.918,2.693,72.668,17.887,2019
292,Occidental Petroleum,United States,17.635,4.114,43.854,46.234,2019
293,Reckitt Benckiser Group,United Kingdom,16.797,2.881,47.951,53.506,2019
294,CRRC,China,32.551,1.694,52.093,37.773,2019
295,Cathay Financial,Taiwan,28.859,1.707,299.904,18.006,2019
296,Kroger,United States,121.162,3.076,38.701,20.581,2019
297,Baidu,China,15.435,4.16,43.341,59.748,2019
298,Panasonic,Japan,73.821,1.898,57.074,21.273,2019
299,Johnson Controls International,Ireland,29.429,2.287,48.016,33.542,2019
300,Ecopetrol,Colombia,21.866,3.909,38.873,39.455,2019
301,Canon,Japan,35.783,2.289,44.656,30.901,2019
302,Royal Ahold Delhaize N.V.,Netherlands,74.078,2.115,38.102,28.001,2019
303,Jardine Matheson,Hong Kong,42.527,1.732,86.258,20.223,2019
304,Raytheon,United States,27.058,2.909,31.864,51.138,2019
305,Sunac China Holdings,China,18.931,2.486,104.383,23.56,2019
306,United Continental Holdings,United States,41.86,2.274,50.639,23.33,2019
307,United Overseas Bank,Singapore,10.651,2.97,284.734,32.923,2019
308,Nippon Steel,Japan,54.537,2.451,70.275,16.155,2019
309,LyondellBasell Industries,United Kingdom,39.001,4.684,28.278,33.992,2019
310,Qualcomm,United States,21.505,2.157,34.246,96.692,2019
311,Safran,France,24.804,1.514,46.435,56.724,2019
312,Carnival,United States,19.322,3.098,43.93,38.899,2019
313,SK Holdings,South Korea,92.231,2.047,107.059,13.134,2019
314,State Street,United States,12.488,2.598,244.626,26.491,2019
315,Orix,Japan,22.251,2.653,110.484,18.307,2019
316,Celgene,United States,15.29,4.046,35.48,65.862,2019
317,American Electric,United States,16.167,1.924,71.554,40.948,2019
318,PayPal,United States,15.481,2.057,43.332,125.846,2019
319,EOG Resources,United States,17.266,3.419,33.934,60.251,2019
320,Greenland Holdings Group,China,50.907,1.738,138.285,14.119,2019
321,LafargeHolcim,Switzerland,28.065,1.535,60.555,31.257,2019
322,Henkel,Germany,23.476,2.726,34.253,43.057,2019
323,Posco,South Korea,59.043,1.52,70.127,18.998,2019
324,Natixis,France,17.476,1.746,566.426,18.583,2019
325,Mitsubishi Electric,Japan,41.472,2.151,37.762,29.093,2019
326,Bridgestone,Japan,33.05,2.641,35.216,29.808,2019
327,Archer Daniels Midland,United States,64.3,1.81,40.833,23.949,2019
328,Sun Hung Kai Properties,Hong Kong,8.762,4.77,92.714,49.302,2019
329,Toshiba,Japan,34.356,7.765,39.381,17.326,2019
330,Surgutneftegas,Russia,22.635,8.385,74.135,14.004,2019
331,Poste Italiane,Italy,35.059,1.65,238.785,13.98,2019
332,HDFC,India,10.725,2.519,86.275,49.745,2019
333,First Abu Dhabi Bank,United Arab Emirates,8.127,3.135,202.585,47.831,2019
334,Mastercard,United States,14.95,5.859,24.86,247.132,2019
335,Kinder Morgan,United States,14.244,1.632,76.292,43.891,2019
336,New China Life Insurance,China,23.382,1.222,106.542,25.642,2019
337,DNB,Norway,9.185,2.865,304.291,31.588,2019
338,SunTrust Banks,United States,10.397,2.775,215.543,28.142,2019
339,Danske Bank,Denmark,15.446,2.201,548.176,16.592,2019
340,Discover Financial Services,United States,12.847,2.72,109.957,25.169,2019
341,BCE,Canada,18.106,2.26,41.807,40.86,2019
342,Canadian Natural Resources,Canada,16.223,1.999,53.932,37.635,2019
343,CaixaBank,Spain,12.392,2.342,441.967,19.87,2019
344,CSX,United States,12.387,3.448,38.154,63.9,2019
345,Longfor Group Holdings,China,17.281,2.428,73.828,21.31,2019
346,TransCanada,Canada,10.257,2.856,72.426,43.249,2019
347,Bank Of Shanghai,China,11.813,2.268,284.616,20.683,2019
348,Macquarie Group,Australia,11.26,1.907,148.76,30.808,2019
349,Fubon Financial,Taiwan,21.917,1.583,250.561,14.933,2019
350,Marubeni,Japan,67.841,2.373,63.757,12.29,2019
351,Starbucks,United States,25.277,3.029,19.981,94.588,2019
352,Fannie Mae,United States,119.106,15.959,3418.318,3.127,2019
353,Samsung Life Insurance,South Korea,26.868,1.512,259.313,13.425,2019
354,Tyson Foods,United States,40.006,1.944,32.335,26.329,2019
355,Becton Dickinson,United States,17.062,1.046,52.932,61.317,2019
356,Automatic Data Processing,United States,13.841,1.815,38.806,70.764,2019
357,Humana,United States,56.912,1.683,25.658,32.647,2019
358,Standard Chartered,United Kingdom,23.975,0.635,688.762,28.939,2019
359,Imperial Brands,United Kingdom,20.698,1.839,40.227,31.005,2019
360,Richemont,Switzerland,14.486,2.969,33.433,42.378,2019
361,Eaton,Ireland,21.609,2.145,31.092,36.148,2019
362,Kering,France,16.122,2.991,24.426,72.468,2019
363,Bank Rakyat Indonesia (BRI),Indonesia,9.37,2.272,90.188,38.823,2019
364,Couche Tard,Canada,59.671,1.954,22.247,33.683,2019
365,Saudi Telecom,Saudi Arabia,13.882,2.877,29.903,59.733,2019
366,Stryker,United States,13.601,3.553,27.229,67.256,2019
367,Freddie Mac,United States,70.671,9.235,2063.06,1.671,2019
368,Daiwa House Industry,Japan,36.686,2.221,38.978,17.769,2019
369,Heineken,Netherlands,26.51,1.134,49.844,28.319,2019
370,Booking Holdings,United States,14.527,3.998,22.687,83.018,2019
371,NN Group,Netherlands,22.433,1.285,255.192,14.16,2019
372,Ameriprise Financial,United States,12.592,2.098,137.216,19.399,2019
373,American Airlines Group,United States,44.541,1.412,60.58,15.434,2019
374,Tata Consultancy Services,India,20.94,4.5,16.592,116.097,2019
375,Mitsui Fudosan,Japan,17.145,1.685,60.36,22.685,2019
376,Novo Nordisk,Denmark,17.701,6.114,16.968,116.33,2019
377,Takeda Pharmaceutical,Japan,16.126,1,52.565,56.557,2019
378,Maybank,Malaysia,9.973,2.011,195.279,24.007,2019
379,China Merchants Shekou Industrial Zone Holdings,China,12.083,2.277,61.643,26.819,2019
380,Norfolk Southern,United States,11.458,2.66,36.614,52.979,2019
381,Power Construction Corporation of China,China,41.824,1.182,98.519,13.782,2019
382,Michelin Group,France,25.988,1.964,33.663,23.75,2019
383,EssilorLuxottica,France,12.74,1.282,52.892,52.859,2019
384,Etisalat,United Arab Emirates,14.263,2.391,34.097,39.35,2019
385,CRH,Ireland,31.619,1.131,40.208,28.25,2019
386,Lincoln National,United States,16.197,1.641,299.336,13.536,2019
387,Transneft,Russia,15.599,3.571,45.98,19.267,2019
388,Canadian National Railway,Canada,11.049,3.339,30.518,67.891,2019
389,General Electric,United States,121.615,-22.367,317.688,81.435,2019
390,Hyundai Mobis,South Korea,31.939,1.716,38.601,19.407,2019
391,Erste Group Bank,Austria,11.479,2.025,271.516,17.022,2019
392,Swiss Life Holding,Switzerland,19.676,1.099,216.273,15.856,2019
393,ASML Holding,Netherlands,12.911,2.979,24.779,85.551,2019
394,Komatsu,Japan,24.573,2.042,31.986,23.746,2019
395,Suzuki Motor,Japan,35.051,2.102,29.363,21.321,2019
396,TJX Cos,United States,38.973,3.06,14.326,68.213,2019
397,Power Corp of Canada,Canada,39.951,1.033,326.678,11.364,2019
398,Southwest Airlines,United States,21.965,2.465,27.303,28.524,2019
399,Telstra,Australia,18.665,2.309,30.781,28.972,2019
400,ICICI Bank,India,18.743,0.617,168.66,37.641,2019
401,Freeport-McMoRan,United States,18.967,2.262,42.216,20.287,2019
402,Texas Instruments,United States,15.784,5.537,17.137,108.42,2019
403,Sompo,Japan,31.462,1.096,109.1,14.21,2019
404,Principal Financial Group,United States,14.254,1.547,243.036,15.36,2019
405,OMV Group,Austria,27.052,1.698,44.111,18.173,2019
406,Shin-Etsu Chemical,Japan,14.371,3.034,27.798,40.058,2019
407,Anhui Conch Cement,China,18.985,4.489,21.782,33.605,2019
408,Hartford Financial Services,United States,18.751,1.605,62.556,18.376,2019
409,SingTel,Singapore,12.863,2.299,35.745,37.833,2019
410,CVS Health,United States,194.094,-0.598,198.21,68.335,2019
411,Marriott International,United States,20.758,1.907,23.696,45.255,2019
412,AmerisourceBergen,United States,172.866,1.19,39.268,15.293,2019
413,Deutsche Lufthansa,Germany,42.287,2.552,44.359,12.07,2019
414,Tokyo Electric Power,Japan,56.117,1.747,113.891,8.922,2019
415,Standard Bank Group,South Africa,9.005,2.127,147.86,22.891,2019
416,Fosun International,China,16.428,2.031,93.054,13.897,2019
417,SEB AB,Sweden,8.024,2.659,289.596,21.228,2019
418,Naspers,South Africa,6.891,13.534,35.764,111.321,2019
419,Kweichow Moutai,China,9.961,5.32,23.282,177.142,2019
420,National Commercial Bank,Saudi Arabia,6.255,2.844,120.862,47.272,2019
421,Bank Of Jiangsu,China,13.692,1.98,281.856,12.776,2019
422,Biogen,United States,12.053,4.431,25.289,44.533,2019
423,Suning.com,China,36.884,2.014,29.053,19.19,2019
424,Bouygues,France,41.946,1.547,43.09,14.607,2019
425,Wilmar International,Singapore,44.674,1.129,45.68,16.985,2019
426,Xiaomi,China,26.4,2.06,21.18,35.749,2019
427,Magna International,Canada,40.799,2.291,25.945,18.342,2019
428,International Airlines,United Kingdom,28.801,3.404,32.047,14.377,2019
