Rank,Name,Country,Sales,Profit,Assets,Market Value,Year
174,China Pacific Insurance,China,40.281,1.815,143.975,33.472,2017
175,MetLife,United States,64.69,0.8,905.164,57.201,2017
176,AstraZeneca,United Kingdom,22.969,3.6514,62.526,75.178,2017
177,Altria Group,United States,19.337,14.215,45.932,138.81,2017
178,SAP,Germany,24.406,4.0166,46.701,119.722,2017
179,Costco Wholesale,United States,121.194,2.384,35.63,74.892,2017
180,Travelers,United States,27.654,2.992,101.741,33.58,2017
181,Philip Morris International,United States,26.714,6.947,36.851,176.221,2017
182,Union Pacific,United States,19.941,4.233,56.755,86.811,2017
183,Delta Air Lines,United States,39.605,4.373,58.899,33.009,2017
184,Southern Company,United States,19.869,2.494,109.697,49.287,2017
185,Lowe's,United States,65.017,3.061,34.408,71.133,2017
186,National Grid,United Kingdom,21.946,2.9064,81.741,47.978,2017
187,Legal & General Group,United Kingdom,105.456,1.6974,571.193,18.176,2017
188,McKesson,United States,196.498,2.03,57.874,30.517,2017
189,Christian Dior,France,43.696,1.9513,68.331,42.741,2017
190,PTT PCL,Thailand,48.735,2.6461,63.364,32.363,2017
191,Dai-ichi Life Insurance,Japan,55.691,1.7348,438.797,19.869,2017
192,Twenty-First Century Fox,United States,28.062,3.085,49.207,57.505,2017
193,Canadian Imperial Bank,Canada,14.569,3.569,393.706,34.489,2017
194,FedEx,United States,57.57,1.905,46.781,52.312,2017
195,GlaxoSmithKline,United Kingdom,37.631,1.2306,73.003,99.751,2017
196,Deutsche Post,Germany,63.423,2.9193,40.636,40.953,2017
197,3M,United States,30.109,5.05,32.906,113.537,2017
198,L'OrÃ©al Group,France,28.581,3.4356,37.581,107.454,2017
199,Aflac,United States,22.69,2.659,129.819,29.246,2017
200,Allstate,United States,36.276,1.877,110.374,29.616,2017
201,Hitachi,Japan,85.804,1.7528,82.653,25.556,2017
202,Brookfield Asset Management,Canada,24.872,1.6407,159.826,35.355,2017
203,BT Group,United Kingdom,31.668,3.0818,53.969,38.516,2017
204,NextEra Energy,United States,15.21,2.895,89.993,60.361,2017
205,BlackRock,United States,11.21,3.172,220.177,62.632,2017
206,Continental,Germany,44.856,3.1001,39.391,42.713,2017
207,MS&AD Insurance,Japan,47.809,2.0292,178.271,19.186,2017
208,Aviva,United Kingdom,74.329,0.9486,511.145,25.914,2017
209,Cigna,United States,39.698,1.867,60.344,39.024,2017
210,Phillips 66,United States,71.172,1.549,51.653,39.884,2017
211,Valero Energy,United States,75.659,2.289,46.844,29.423,2017
212,Enbridge,Canada,26.106,1.5616,64.004,69.293,2017
213,MondelÄ“z International,United States,25.923,1.616,61.538,67.353,2017
214,People's Insurance Company,China,64.599,2.148,129.668,17.472,2017
215,McDonald's,United States,24.622,4.6603,31.024,106.436,2017
216,ArcelorMittal,Luxembourg,56.782,1.7597,75.142,25.103,2017
217,East Japan Railway,Japan,26.495,2.303,66.137,34.229,2017
218,Itochu,Japan,44.015,2.3907,71.99,22.436,2017
219,Japan Tobacco,Japan,19.725,3.8809,40.677,66.379,2017
220,EI du Pont de Nemours,United States,24.609,2.513,39.964,69.209,2017
221,Eli Lilly,United States,21.222,2.7376,38.806,94.138,2017
222,Panasonic,Japan,66.561,1.9181,52.686,26.194,2017
223,Sun Hung Kai Properties,Hong Kong,13.382,4.9728,80.097,43.601,2017
224,Fiat Chrysler Automobiles,United Kingdom,122.808,1.9945,110.056,15.549,2017
225,LafargeHolcim,Switzerland,27.309,1.818,68.497,35.447,2017
226,Qatar National Bank,Qatar,11.689,3.3959,197.642,37.676,2017
227,Target,United States,69.496,2.737,37.431,29.424,2017
228,Fresenius,Germany,32.172,1.7622,48.99,43.886,2017
229,Danaher,United States,19.889,2.5537,45.295,59.734,2017
230,Danske Bank,Denmark,11.658,2.852,494.169,31.925,2017
231,General Dynamics,United States,31.353,2.968,32.872,57.046,2017
232,Reynolds American,United States,12.503,6.073,51.095,90.618,2017
233,Denso,Japan,41.093,2.2438,43.572,33.59,2017
234,Bristol-Myers Squibb,United States,19.427,4.457,33.707,88.009,2017
235,CRRC,China,34.156,1.6944,48.681,42.602,2017
236,ABB,Switzerland,33.836,1.9639,39.688,49.879,2017
237,Exelon,United States,32.182,1.134,114.904,33.329,2017
238,Cathay Financial,Taiwan,29.023,1.4765,252.186,19.775,2017
239,Sun Life Financial,Canada,19.859,1.948,188.728,21.919,2017
240,Repsol,Spain,38.373,1.8894,68.399,23.823,2017
241,Kroger,United States,115.337,1.943,37.525,27.299,2017
242,Abbott Laboratories,United States,20.853,1.375,55.011,75.738,2017
243,HCA Holdings,United States,41.49,2.89,33.758,32.58,2017
244,State Bank of India,India,43.7,0.6666,493.344,36.549,2017
245,DBS Group,Singapore,10.28,3.0696,333.478,34.424,2017
246,Oil & Natural Gas,India,19.886,2.1573,57.72,37.242,2017
247,American Airlines Group,United States,40.181,2.676,51.274,21.079,2017
248,BB&T,United States,11.287,2.426,221.151,35.631,2017
249,Nike,United States,33.821,4.078,23.152,91.165,2017
250,Schneider Electric,France,27.315,1.9358,44.142,41.911,2017
251,Thermo Fisher Scientific,United States,18.274,2.0218,45.908,59.899,2017
252,Danone,France,24.274,1.9027,46.355,41.979,2017
253,Samsung Life Insurance,South Korea,24.145,1.7706,219.069,18.167,2017
254,Air Liquide,France,20.061,2.0382,46.533,44.98,2017
255,Huaxia Bank,China,15.859,2.9978,340.888,17.58,2017
256,Orix,Japan,22.848,2.4105,95.533,19.75,2017
257,Bank of Beijing,China,13.444,2.7024,306.273,21.469,2017
258,HDFC Bank,India,11.362,1.9553,110.288,57.414,2017
259,KBC Group,Belgium,11.279,2.6847,290.267,27.641,2017
260,Deere & Company,United States,26.666,1.4626,56.297,34.824,2017
261,Diageo,United Kingdom,15.247,3.1736,37.354,71.167,2017
262,Central Japan Railway,Japan,16.06,3.3885,51.031,32.612,2017
263,Liberty Global,United Kingdom,20.009,1.7053,68.684,31.195,2017
264,Indian Oil,India,54.135,1.7136,37.278,30.036,2017
265,Shinhan Financial Group,South Korea,14.158,2.3606,327.604,20.042,2017
266,Canon,Japan,31.304,1.3864,44.056,41.579,2017
267,Synchrony Financial,United States,15.122,2.251,90.207,26.886,2017
268,Saint-Gobain,France,43.245,1.4502,46.163,28,2017
269,United Continental Holdings,United States,36.556,2.263,45.427,22.3,2017
270,Carnival,United States,16.528,2.99,38.703,43.935,2017
271,HP,United States,48.652,2.515,28.192,29.414,2017
272,Accenture,Ireland,35.702,3.8097,20.079,77.761,2017
273,Country Garden Holdings,Hong Kong,23.046,1.7324,85.124,20.337,2017
274,State Street,United States,10.635,2.141,242.698,30.089,2017
275,Volvo Group,Sweden,35.263,1.5357,44.712,28.575,2017
276,Inditex,Spain,25.741,3.4861,21.205,112.114,2017
277,Seven & I Holdings,Japan,53.9,0.8936,49.237,37.023,2017
278,Mitsubishi Electric,Japan,39.112,1.9421,34.101,29.875,2017
279,Bridgestone,Japan,30.711,2.4439,31.896,31.743,2017
280,PG&E,United States,17.666,1.407,70.912,33.967,2017
281,Cardinal Health,United States,127.235,1.352,35.021,25.978,2017
282,Telstra,Australia,18.612,4.0723,30.234,40.727,2017
283,Dominion Resources,United States,11.404,2.123,71.61,48.745,2017
284,Nomura,Japan,14.766,1.4651,369.118,21.155,2017
285,Raytheon,United States,24.069,2.211,30.052,44.916,2017
286,Henkel,Germany,20.701,2.271,30.026,52.032,2017
287,Marathon Petroleum,United States,56.015,1.173,44.413,26.404,2017
288,Merck,Germany,16.62,1.802,41.137,49.092,2017
289,Peugeot,France,59.768,1.9137,48.234,16.86,2017
290,Tata Motors,India,41.204,1.6855,39.487,24.934,2017
291,Archer Daniels Midland,United States,62.391,1.279,39.769,25.617,2017
292,CNP Assurances,France,30.68,1.2438,428.094,13.836,2017
293,Natixis,France,14.594,1.4768,556.697,19.135,2017
294,China Huarong Asset Management,China,13.516,2.9599,203.176,16.644,2017
295,Imperial Tobacco Group,United Kingdom,39.217,0.8955,42.515,46.494,2017
296,BCE,Canada,16.393,2.2877,37.365,40.536,2017
297,Northrop Grumman,United States,24.508,2.2,28.01,41.747,2017
298,LyondellBasell Industries,United Kingdom,29.171,3.832,23.442,35.762,2017
299,Posco,South Korea,45.754,1.1464,66.04,19.18,2017
300,Telecom Italia,Italy,21.045,2.0133,74.303,18.117,2017
301,Oversea-Chinese Banking,Singapore,8.554,2.5155,283.716,28.845,2017
302,KB Financial Group,South Korea,13.46,1.8478,311.991,17.912,2017
303,Charles Schwab,United States,7.644,1.889,223.383,53.338,2017
304,Orange,France,45.263,0.552,101.521,40.4,2017
305,Surgutneftegas,Russia,13.874,7.7599,60.863,18.524,2017
306,Sompo,Japan,29.443,1.6659,91.1,14.379,2017
307,Gas Natural Fenosa,Spain,25.646,1.49,49.693,21.705,2017
308,WPP,United Kingdom,19.415,1.8892,42.714,27.433,2017
309,Bank Of Shanghai,China,10.907,2.0688,236.313,20.741,2017
310,ICICI Bank,India,11.897,1.5565,138.896,25.124,2017
311,Poly Real Estate,China,22.377,1.9877,68.341,16.639,2017
312,Hyundai Mobis,South Korea,32.979,2.6184,34.535,18.865,2017
313,DNB,Norway,8.697,2.2213,308.236,25.629,2017
314,Philips,Netherlands,27.12,1.6018,34.072,28.936,2017
315,AmerisourceBergen,United States,148.31,1.3469,33.919,19.013,2017
316,Heineken Holding,Netherlands,23,1.7035,42.05,22.966,2017
317,CRH,Ireland,30.051,1.411,33.324,28.99,2017
318,Discover Financial Services,United States,10.496,2.376,92.831,25.33,2017
319,Safran,France,18.232,2.1106,32.758,32.196,2017
320,Etisalat,United Arab Emirates,14.255,2.2927,33.365,42.739,2017
321,CaixaBank,Spain,11.013,1.1582,366.976,25.732,2017
322,Eaton,Ireland,19.747,1.922,30.419,33.449,2017
323,Fubon Financial,Taiwan,15.38,1.5014,196.521,16.092,2017
324,Sumitomo,Japan,38.225,1.148,67.659,16.763,2017
325,SunTrust Banks,United States,8.914,1.878,204.875,27.2,2017
326,Greenland Holdings Group,China,32.842,1.2034,99.608,14.252,2017
327,China Cinda Asset Management,China,13.418,2.3371,169.002,14.686,2017
328,Anglo American,United Kingdom,21.455,1.594,50.149,19.774,2017
329,China Resources Land,Hong Kong,14.51,2.5122,55.08,19.847,2017
330,Royal Ahold Delhaize N.V.,Netherlands,54.972,0.9181,38.259,26.002,2017
331,SingTel,Singapore,11.949,2.778,33.043,45.181,2017
332,United Overseas Bank,Singapore,8.203,2.2424,235.44,25.618,2017
333,Subaru,Japan,29.832,2.8196,22.669,27.286,2017
334,Automatic Data Processing,United States,12.051,1.6941,39.999,45.873,2017
335,Midea Group,China,23.898,2.2103,24.549,31.504,2017
336,Linde,Germany,18.748,1.2766,39.009,31.294,2017
337,KIA Motors,South Korea,45.435,2.3743,42.134,12.564,2017
338,Hartford Financial Services,United States,18.142,0.896,225.188,17.884,2017
339,Southwest Airlines,United States,20.425,2.243,24.772,33.556,2017
340,AmÃ©rica MÃ³vil,Mexico,52.18,0.4627,73.582,47.344,2017
341,Principal Financial Group,United States,12.529,1.3165,228.014,18.04,2017
342,Fannie Mae,United States,108.306,12.313,3287.968,2.849,2017
343,Ameriprise Financial,United States,11.735,1.314,139.821,19.895,2017
344,Macquarie Group,Australia,10.556,1.4676,147.764,21.155,2017
345,Carrefour,France,87.14,0.8252,51.519,16.643,2017
346,Celgene,United States,11.008,1.9992,28.086,97.697,2017
347,China Evergrande Group,China,32.434,0.764,194.383,14.58,2017
348,Takeda Pharmaceutical,Japan,15.921,1.2166,35.513,36.874,2017
349,SK Hynix,South Korea,14.823,2.5459,26.673,31.958,2017
350,Saudi Telecom,Saudi Arabia,13.819,2.2747,27.082,37.335,2017
351,Tyson Foods,United States,36.896,1.9,22.257,24.171,2017
352,Sinohydro Group,China,34.64,0.8622,71.23,16.488,2017
353,Reckitt Benckiser Group,United Kingdom,13.346,2.4719,22.265,64.132,2017
354,CSX,United States,11.069,1.714,36.036,43.784,2017
355,Freddie Mac,United States,69.843,7.815,2023.376,1.534,2017
356,Lincoln National,United States,13.41,1.19,263.467,14.796,2017
357,Kinder Morgan,United States,12.932,0.704,80.305,48.131,2017
358,Power Corp of Canada,Canada,35.423,0.8559,311.156,10.812,2017
359,BP,United Kingdom,183.834,0.115,263.316,114.695,2017
360,Chevron,United States,110.484,-0.497,260.078,206.083,2017
361,Michelin Group,France,23.127,1.8407,26.708,21.574,2017
362,Cheung Kong Property Holdings,Hong Kong,8.972,2.5011,51.184,26.239,2017
363,SK Holdings,South Korea,72.072,0.6599,85.318,14.658,2017
364,Gree Electric Appliances,China,15.268,2.1133,27.242,27.738,2017
365,BAE Systems,United Kingdom,24.004,1.2319,29.108,25.56,2017
366,Bank Of Jiangsu,China,9.732,1.5971,229.987,16.55,2017
367,Edison International,United States,11.868,1.311,51.319,26.146,2017
368,Kansai Electric Power,Japan,28.278,1.5857,58.479,11.268,2017
369,New China Life Insurance,China,22.049,0.7508,100.525,17.605,2017
370,Starbucks,United States,21.672,2.882,14.017,84.558,2017
371,Centrica,United Kingdom,36.569,2.256,27.053,14.817,2017
372,Biogen,United States,10.502,3.7028,22.877,58.02,2017
373,Canadian National Railway,Canada,9.085,2.7473,28.025,55.897,2017
374,HDFC,India,8.143,1.5581,64.857,36.705,2017
375,Novo Nordisk,Denmark,16.608,5.6348,13.836,88.213,2017
376,Swedbank,Sweden,6.278,2.2821,237.127,25.061,2017
377,Tata Consultancy Services,India,17.379,3.8835,14.512,74.475,2017
378,Monsanto,United States,14.458,1.919,21.373,50.934,2017
379,Mastercard,United States,10.776,4.059,18.675,121.331,2017
380,Femsa,Mexico,20.897,1.136,26.485,33.098,2017
381,PayPal,United States,10.795,1.401,33.103,51.673,2017
382,Progressive,United States,23.504,1.031,34.335,22.824,2017
383,Svenska Handelsbanken,Sweden,6.36,1.8973,289.234,25.853,2017
384,Mitsui Fudosan,Japan,14.909,1.2022,46.722,21.077,2017
385,SEB,Sweden,7.712,1.2402,288.471,23.761,2017
386,Bank Rakyat Indonesia,Indonesia,8.291,1.9695,74.496,24.166,2017
387,Texas Instruments,United States,13.37,3.417,16.431,80.501,2017
388,Wilmar International,Singapore,41.428,0.984,37.032,16.144,2017
389,Daiwa House Industry,Japan,31.891,1.1606,29.602,19.056,2017
390,Baidu,China,10.591,1.7381,26.189,59.921,2017
391,Consolidated Edison,United States,12.062,1.246,48.255,23.756,2017
392,Maybank,Malaysia,7.63,1.6277,164.056,20.661,2017
393,DISH Network,United States,15.095,1.4499,28.23,29.11,2017
394,Citic Securities,China,7.599,1.5614,85.969,27.907,2017
395,American Electric,United States,16.23,0.6134,66.221,33.102,2017
396,Suzuki Motor,Japan,28.318,1.3598,25.885,19.945,2017
397,VTB Bank,Russia,19.517,0.6986,206.172,14.861,2017
398,Metallurgical Corp of China,China,32.438,0.8062,54.344,15.403,2017
399,Petrobras,Brazil,81.068,-4.2527,247.318,61.278,2017
400,Norfolk Southern,United States,9.888,1.663,34.892,36.012,2017
401,TJX Cos,United States,33.184,2.2982,12.884,49.123,2017
402,Investor AB,Sweden,7.269,3.932,40.725,32.186,2017
403,American International Group,United States,52.367,-0.849,498.264,60.086,2017
404,Sempra Energy,United States,10.198,1.337,47.786,27.486,2017
405,International Airlines,United Kingdom,24.997,2.18,28.872,13.687,2017
406,SSE,United Kingdom,37.2,1.056,27.833,18.712,2017
407,eBay,United States,8.979,7.266,23.847,36.599,2017
408,NTPC,India,12.202,1.5553,38.665,21.533,2017
409,Old Mutual,United Kingdom,22.086,0.7691,208.149,11.724,2017
410,Magna International,Canada,36.447,2.0297,22.566,15.3,2017
411,China Yangtze Power,China,6.457,2.8107,45.323,42.318,2017
412,NN Group,Netherlands,15.613,1.2788,177.487,10.309,2017
413,Sumitomo Mitsui Trust,Japan,9.197,1.5447,548.179,12.827,2017
414,General Mills,United States,15.741,1.6282,21.67,33.214,2017
415,Talanx,Germany,34.716,1.0033,158.188,8.916,2017
416,The Priceline Group,United States,10.743,2.135,19.839,87.009,2017
417,EXOR,Italy,152.564,0.4826,192.992,11.944,2017
418,Glencore International,Switzerland,153.691,-0.4533,124.6,57.278,2017
419,Vodafone,United Kingdom,60.839,-9.2638,175.683,67.036,2017
420,Huaneng Power International,China,16.942,1.3433,44.524,14.429,2017
421,Standard Bank Group,South Africa,8.612,1.539,142.91,15.938,2017
